Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size (KB),Description,Language,Repo URL
239,chordpro,361,53,361,55,2016-08-22T14:49:04Z,2025-03-27T14:10:58Z,40122,Reference implementation of the ChordPro standard for musical lead sheets.,Perl,https://github.com/ChordPro/chordpro
240,twitrssme,358,58,358,40,2014-01-17T18:58:47Z,2022-05-25T09:29:00Z,5728,TwitRSS.me: Tool to make Twittter timelines and searches into RSS feeds,Perl,https://github.com/ciderpunx/twitrssme
241,Crypt-LE,358,61,358,18,2016-03-27T15:24:16Z,2024-06-01T16:55:27Z,378,"Crypt::LE - Let's Encrypt / Buypass / ZeroSSL and other ACME-servers client and library in Perl for obtaining free SSL certificates (inc. generating RSA/ECC keys and CSRs). HTTP/DNS verification is supported out of the box, EAB (External Account Binding) supported, easily extended with plugins, easily dockerized.",Perl,https://github.com/do-know/Crypt-LE
242,lua-resty-cookie,350,163,350,24,2013-10-27T01:42:39Z,2023-09-06T12:59:08Z,24,Lua library for HTTP cookie manipulations for OpenResty/ngx_lua,Perl,https://github.com/cloudflare/lua-resty-cookie
243,gfortran-for-macOS,349,57,349,2,2018-10-26T09:29:56Z,2024-10-21T20:43:15Z,9,GNU Fortran (and GCC) compilers for macOS,Perl,https://github.com/fxcoudert/gfortran-for-macOS
244,ferm,349,44,349,18,2015-08-06T09:21:35Z,2022-08-11T15:27:55Z,1711,ferm is a frontend for iptables,Perl,https://github.com/MaxKellermann/ferm
245,PAF,348,55,348,19,2016-02-03T16:45:11Z,2024-06-13T10:03:18Z,2508,"PostgreSQL Automatic Failover: High-Availibility for Postgres, based on Pacemaker and Corosync.",Perl,https://github.com/ClusterLabs/PAF
246,SARS-CoV-2_Sequencing,347,86,347,0,2020-03-18T17:46:29Z,2023-04-12T16:22:04Z,927040,A collection of sequencing protocols and bioinformatic resources for SARS-CoV-2 sequencing.,Perl,https://github.com/CDCgov/SARS-CoV-2_Sequencing
247,wakeonlan,345,32,345,6,2011-11-11T20:01:37Z,2024-11-12T01:22:17Z,66,Perl script for waking up computers via Wake-On-LAN magic packets,Perl,https://github.com/jpoliv/wakeonlan
248,openQA,341,213,341,50,2014-06-16T12:23:22Z,2025-03-28T14:24:07Z,69641,"openQA web-frontend, scheduler and tools.",Perl,https://github.com/os-autoinst/openQA
249,pgcluu,339,44,339,4,2013-11-15T16:10:26Z,2025-01-31T14:29:14Z,12189,PostgreSQL Cluster performances monitoring and auditing tool,Perl,https://github.com/darold/pgcluu
250,Roary,338,190,338,188,2013-04-18T13:53:50Z,2022-04-21T06:08:51Z,18554,Rapid large-scale prokaryote pan genome analysis,Perl,https://github.com/sanger-pathogens/Roary
251,oysttyer,338,45,338,38,2014-01-22T12:12:29Z,2023-02-02T13:40:16Z,595,An interactive console text-based command-line Twitter client written in Perl,Perl,https://github.com/oysttyer/oysttyer
252,longview,333,45,333,29,2013-08-07T20:23:59Z,2022-05-09T23:01:26Z,150,Linode Longview Agent,Perl,https://github.com/linode/longview
253,ggautoblocker,330,52,330,4,2014-11-04T01:36:43Z,2017-05-09T03:37:23Z,555,Good Game Auto Blocker,Perl,https://github.com/freebsdgirl/ggautoblocker
254,PQCrypto-VPN,329,78,329,1,2018-01-31T17:38:31Z,2023-04-06T16:53:48Z,6075,Post-quantum Cryptography VPN,Perl,https://github.com/microsoft/PQCrypto-VPN
255,programming-openresty,329,33,329,2,2016-01-12T03:45:53Z,2020-09-11T01:34:56Z,151,Programming OpenResty Book,Perl,https://github.com/openresty/programming-openresty
256,vbscan,328,118,328,2,2015-06-09T06:05:26Z,2019-06-16T17:01:59Z,100,OWASP VBScan is a Black Box vBulletin Vulnerability Scanner,Perl,https://github.com/OWASP/vbscan
257,pgcompacttable,328,50,328,26,2014-04-25T08:58:38Z,2023-10-15T12:54:27Z,101,,Perl,https://github.com/dataegret/pgcompacttable
258,xmltv,326,99,326,25,2017-11-30T00:15:29Z,2025-02-15T15:22:13Z,8559,"Utilities to obtain, generate, and post-process TV listings data in XMLTV format",Perl,https://github.com/XMLTV/xmltv
259,spread0r,326,46,326,19,2014-03-01T18:53:54Z,2015-03-29T20:02:27Z,430,"spread0r is a txt reader, which makes your reading twice as fast as usual",Perl,https://github.com/xypiie/spread0r
260,browsersploit,324,120,324,0,2016-06-25T12:36:00Z,2017-04-19T11:26:45Z,1998,"BrowserExploit is an advanced browser exploit pack for doing internal and external pentesting, helping gaining access to internal computers.",Perl,https://github.com/julienbedard/browsersploit
261,pg_sample,323,49,323,18,2010-06-27T19:25:46Z,2024-09-14T17:54:26Z,157,"PostgreSQL utility for creating a small, sample database from a larger one",Perl,https://github.com/mla/pg_sample
262,zoneminder.machine.learning,322,144,322,15,2017-05-05T19:40:01Z,2024-04-12T19:19:59Z,3334,Zoneminder Docker,Perl,https://github.com/dlandon/zoneminder.machine.learning
263,vuln-regex-detector,321,29,321,24,2018-03-23T02:00:04Z,2022-01-07T21:22:31Z,241,"Detect vulnerable regexes in your project. REDOS, catastrophic backtracking.",Perl,https://github.com/davisjam/vuln-regex-detector
264,HeatMap,319,58,319,3,2013-05-19T18:07:19Z,2021-10-06T07:53:23Z,430,Heat map generation tools,Perl,https://github.com/brendangregg/HeatMap
265,fetch-master-6000,317,31,317,0,2021-04-02T05:17:06Z,2023-08-10T14:42:12Z,2092,Simple Dilbert themed system info-fetching tool,Perl,https://github.com/anhsirk0/fetch-master-6000
266,centreon-plugins,317,286,317,161,2014-10-24T08:27:44Z,2025-03-28T14:59:29Z,44083,Collection of standard plugins to discover and gather cloud-to-edge metrics and status across your whole IT infrastructure. ,Perl,https://github.com/centreon/centreon-plugins
267,khcoder,315,98,315,10,2018-05-03T17:57:23Z,2025-01-31T03:21:39Z,32029,KH Coder: for Quantitative Content Analysis or Text Mining,Perl,https://github.com/ko-ichi-h/khcoder
268,ProxSpace,312,71,312,3,2016-10-07T15:48:06Z,2024-01-15T21:34:17Z,1252676,Proxmark III develoment environment for Windows,Perl,https://github.com/Gator96100/ProxSpace
269,DEPRECATED-bc,304,381,304,10,2013-07-14T00:49:29Z,2016-07-26T02:14:48Z,76226,DEPRECATED: This repository is now frozen - please see individual lesson repositories.,Perl,https://github.com/swcarpentry/DEPRECATED-bc
270,bioperl-live,304,184,304,55,2010-05-12T17:13:10Z,2024-04-26T15:29:23Z,136197,Core BioPerl 1.x code,Perl,https://github.com/bioperl/bioperl-live
271,RecordStream,303,31,303,10,2010-09-24T22:46:34Z,2020-06-29T18:59:35Z,19728,commandline tools for slicing and dicing JSON records.,Perl,https://github.com/benbernard/RecordStream
272,Perl-Dist-Strawberry,300,52,300,40,2014-08-21T20:43:05Z,2025-03-03T02:21:19Z,3897,Tooling to build and package releases for Perl on Windows.,Perl,https://github.com/StrawberryPerl/Perl-Dist-Strawberry
273,google-cloud-compute-machine-types,298,12,298,5,2022-03-04T15:18:54Z,2025-03-28T06:32:01Z,6402,☁️  Choose the optimal Google Compute Engine machine type or instance in the many Google Cloud Platform regions,Perl,https://github.com/Cyclenerd/google-cloud-compute-machine-types
274,fierce-domain-scanner,298,89,298,2,2013-05-07T21:06:52Z,2019-07-18T06:26:19Z,18,Fierce.pl Domain Scanner,Perl,https://github.com/davidpepper/fierce-domain-scanner
275,LANraragi_cn,296,16,296,4,2020-10-03T06:49:54Z,2023-02-07T11:04:01Z,14700,"This repo is a fork of Difegue / LANraragi , those things i've done was to translate this repo into chinese ,and fix chrome browser js problem.",Perl,https://github.com/uparrows/LANraragi_cn
276,metacpan-api,293,194,293,126,2010-10-30T04:43:00Z,2025-03-23T19:50:34Z,6167,"A free, open API for everything you want to know about CPAN",Perl,https://github.com/metacpan/metacpan-api
277,Fix-OneDrive-Zip,293,26,293,0,2020-05-30T22:54:21Z,2025-03-21T11:16:40Z,154,Fix OneDrive Zip files >4Gig,Perl,https://github.com/pmqs/Fix-OneDrive-Zip
278,Starman,291,84,291,56,2010-01-12T05:20:16Z,2024-02-11T11:51:59Z,293,Starman is a high-performance preforking Perl PSGI web server,Perl,https://github.com/miyagawa/Starman
279,spamassassin,291,78,291,0,2009-05-20T01:47:48Z,2025-03-28T14:33:46Z,83269,Read-only mirror of Apache SpamAssassin. Submit patches to https://bz.apache.org/SpamAssassin/. Do not send pull requests,Perl,https://github.com/apache/spamassassin
280,supermicro-ipmi-key,289,60,289,0,2018-08-22T08:29:50Z,2018-08-22T08:56:21Z,0,Generate keys for supermicro IPMI,Perl,https://github.com/bwachter/supermicro-ipmi-key
281,TransDecoder,287,62,287,30,2015-01-25T15:02:27Z,2024-10-02T14:50:14Z,19233,TransDecoder source,Perl,https://github.com/TransDecoder/TransDecoder
282,hexchat-addons,286,93,286,0,2012-07-31T09:56:25Z,2023-05-02T18:12:34Z,29245,Plugins and scripts made for HexChat,Perl,https://github.com/hexchat/hexchat-addons
283,lingua-sinica-perlyuyan,283,28,283,1,2009-10-30T20:22:25Z,2015-01-10T05:00:08Z,146,Perl in Classical Chinese in Perl,Perl,https://github.com/audreyt/lingua-sinica-perlyuyan
284,git-number,282,26,282,14,2011-03-24T04:00:26Z,2025-03-12T19:25:51Z,84,Use numbers for dealing with files in git,Perl,https://github.com/holygeek/git-number
285,glpi-agent,281,73,281,16,2019-12-17T10:07:28Z,2025-03-28T10:06:35Z,44370,GLPI Agent,Perl,https://github.com/glpi-project/glpi-agent
286,latex2html,279,42,279,20,2016-06-27T14:43:39Z,2025-01-27T14:50:09Z,3715,Converts LaTeX documents to HTML,Perl,https://github.com/latex2html/latex2html
287,dockside,279,20,279,7,2021-09-12T13:23:51Z,2025-03-27T23:51:07Z,7558,"Develop, stage and test on-prem or in your private cloud. Dockside is a tool for provisioning lightweight access-controlled IDEs, staging environments and sandboxes - aka 'devtainers' - on local machine, on-premises raw metal or VM, or in the cloud",Perl,https://github.com/newsnowlabs/dockside
288,hsxkpasswd,279,48,279,18,2014-05-09T18:56:40Z,2024-09-21T15:28:13Z,36419,A Perl module and terminal command for generating secure memorable passwords inspired by the fabulous XKCD web comic and Steve Gibson's Password Hay Stacks. This is the library that powers www.xkpasswd.net,Perl,https://github.com/bbusschots/hsxkpasswd
289,callGraph,278,29,278,6,2021-04-15T19:24:30Z,2024-11-20T02:51:11Z,616,A multi-language tool which parses source code for function definitions and calls,Perl,https://github.com/koknat/callGraph
290,GrowingBugRepository,278,191,278,1,2021-01-21T10:40:41Z,2025-01-15T10:04:54Z,5717160,A bug repository that keeps growing,Perl,https://github.com/liuhuigmail/GrowingBugRepository
291,otobo,277,74,277,240,2020-01-30T20:45:59Z,2025-03-28T10:51:25Z,332347,"OTOBO is one of the most flexible web-based ticketing systems used for Customer Service, Help Desk, IT Service Management. https://otobo.io/",Perl,https://github.com/RotherOSS/otobo
292,rperl,277,33,277,30,2013-01-04T06:04:34Z,2021-01-12T04:35:06Z,78092,RPerl Compiler,Perl,https://github.com/wbraswell/rperl
293,archive,272,134,272,1,2015-01-01T17:35:02Z,2021-06-25T23:07:54Z,2271,Deprecated tools from HackMySQL.com,Perl,https://github.com/hackmysql/archive
294,defcon-vm,270,56,270,0,2016-08-06T02:49:39Z,2016-09-06T19:50:39Z,14132,Files from my DEFCON CTF VM.,Perl,https://github.com/fuzyll/defcon-vm
295,resty-cli,268,64,268,15,2014-11-25T01:05:15Z,2024-08-16T10:38:11Z,262,Fancy command-line utilities for OpenResty,Perl,https://github.com/openresty/resty-cli
296,dotfiles,268,65,268,0,2010-10-08T18:17:37Z,2024-12-10T07:24:44Z,2353,My dotfiles,Perl,https://github.com/tangledhelix/dotfiles
297,js-in-ten-minutes,267,16,267,1,2010-05-08T03:33:44Z,2013-03-20T10:14:59Z,2517,JavaScript in Ten (arbitrarily long) Minutes,Perl,https://github.com/spencertipping/js-in-ten-minutes
298,eep,267,70,267,0,2010-03-22T14:24:12Z,2025-03-12T10:34:24Z,1837,Erlang Enhancement Proposals,Perl,https://github.com/erlang/eep
299,SuperSlicer_to_Orca_scripts,266,17,266,10,2023-07-30T01:00:16Z,2024-03-10T21:14:57Z,143,Script(s) to convert SuperSlicer data for use in Orca Slicer,Perl,https://github.com/theophile/SuperSlicer_to_Orca_scripts
300,openresty-devel-utils,265,113,265,1,2011-08-09T00:24:23Z,2025-02-07T04:45:45Z,324,Utilities for nginx module development,Perl,https://github.com/openresty/openresty-devel-utils
301,h2c,264,25,264,5,2017-08-28T12:01:42Z,2022-06-27T15:34:23Z,54,"headers 2 curl. Provided a set of HTTP request headers, output the curl command line for generating that set. Try the converter online at",Perl,https://github.com/curl/h2c
302,catalyst-runtime,264,102,264,31,2008-12-29T04:20:30Z,2025-02-08T19:11:11Z,13913,The Elegant MVC Web Application Framework,Perl,https://github.com/perl-catalyst/catalyst-runtime
303,codeviz,263,70,263,0,2015-07-23T13:37:11Z,2019-06-17T06:18:16Z,2493,CodeViz: A CallGraph Visualiser,Perl,https://github.com/petersenna/codeviz
304,mrtg,262,67,262,13,2016-02-08T14:13:43Z,2025-01-07T08:00:04Z,3376,MRTG - Multi Router Traffic Grapher,Perl,https://github.com/oetiker/mrtg
305,realtimeconfigquickscan,262,27,262,0,2012-11-12T18:38:20Z,2021-12-07T15:43:33Z,49,Linux configuration checker for systems to be used for real-time audio,Perl,https://github.com/raboof/realtimeconfigquickscan
306,icons,262,65,262,27,2016-06-26T09:44:57Z,2024-01-20T19:27:00Z,15773,Source files for the custom icon-font used by the File-Icons package.,Perl,https://github.com/file-icons/icons
307,sympa,261,104,261,229,2017-01-19T14:50:48Z,2025-03-09T00:48:43Z,229335,"Sympa, Mailing List Management Software",Perl,https://github.com/sympa-community/sympa
308,xv6-book,257,65,257,20,2016-09-09T01:26:45Z,2020-08-10T14:20:30Z,3574,Commentary for xv6-public,Perl,https://github.com/mit-pdos/xv6-book
309,github-keygen,257,25,257,24,2011-05-11T17:51:04Z,2025-02-04T23:06:08Z,876,Easy creation of secure SSH configuration for your GitHub account(s),Perl,https://github.com/dolmen/github-keygen
310,payphone,257,13,257,0,2013-04-06T05:10:19Z,2023-04-10T16:44:35Z,211,notes and code for my payphone project,Perl,https://github.com/jcs/payphone
311,fink,256,72,256,62,2011-09-29T18:11:21Z,2025-02-15T14:59:35Z,12682,The fink package manager,Perl,https://github.com/fink/fink
312,fusioninventory-agent,254,126,254,62,2010-04-08T18:48:46Z,2023-08-09T07:22:47Z,34530,FusionInventory Agent,Perl,https://github.com/fusioninventory/fusioninventory-agent
313,yandex-music-download,251,33,251,8,2014-02-27T20:05:14Z,2024-11-06T17:32:43Z,3405,Yandex Music Downloader,Perl,https://github.com/kaimi-io/yandex-music-download
314,asterisk-speech-recog,251,133,251,8,2011-12-28T23:11:40Z,2018-02-17T23:35:33Z,390,Speech recognition script for Asterisk that uses google's speech engine.,Perl,https://github.com/zaf/asterisk-speech-recog
315,bobby-tables,250,85,250,28,2009-09-17T02:07:19Z,2023-08-23T02:04:46Z,519,"bobby-tables.com, the site for preventing SQL injections",Perl,https://github.com/petdance/bobby-tables
316,lua-resty-iputils,248,85,248,6,2014-11-15T14:24:43Z,2022-05-03T04:27:47Z,22,Utility functions for working with IP addresses in Openresty,Perl,https://github.com/hamishforbes/lua-resty-iputils
317,collectd-web,247,72,247,3,2009-04-11T16:07:05Z,2025-03-24T06:08:15Z,1666,Collectd-web is a web-based front-end for RRD data collected by collectd,Perl,https://github.com/httpdss/collectd-web
318,RepeatMasker,246,49,246,40,2017-04-17T19:26:34Z,2025-03-12T19:12:22Z,119499,RepeatMasker is a program that screens DNA sequences for interspersed repeats and low complexity DNA sequences.,Perl,https://github.com/Dfam-consortium/RepeatMasker
319,zbx-smartctl,245,125,245,49,2015-12-30T09:21:16Z,2023-11-06T19:20:44Z,249,Templates and scripts for monitoring disks health with Zabbix and smartmontools,Perl,https://github.com/v-zhuravlev/zbx-smartctl
320,nginx_ajp_module,246,64,246,24,2010-05-26T03:17:11Z,2024-02-20T07:04:23Z,422,support AJP protocol proxy with Nginx,Perl,https://github.com/yaoweibin/nginx_ajp_module
321,thinkpad-bios-software-flashing-guide,244,23,244,3,2019-11-05T00:32:53Z,2021-02-15T13:58:20Z,502,flashing coreboot on thinkpads without external programmer,Perl,https://github.com/gch1p/thinkpad-bios-software-flashing-guide
322,SDL_net,242,63,242,25,2021-01-21T04:37:28Z,2025-03-11T16:21:03Z,7843,"A simple, cross-platform wrapper over TCP/IP sockets.",Perl,https://github.com/libsdl-org/SDL_net
323,misterhouse,241,129,241,44,2012-10-30T21:52:37Z,2025-03-21T13:09:46Z,27959,"Perl open source home automation program. It's fun, it's free, and it's entirely geeky.",Perl,https://github.com/hollie/misterhouse
324,STAR-Fusion,239,81,239,156,2015-04-13T11:36:29Z,2025-02-05T20:17:41Z,201365,STAR-Fusion codebase,Perl,https://github.com/STAR-Fusion/STAR-Fusion
325,get-flash-videos,239,68,239,25,2010-04-03T14:46:19Z,2020-11-29T21:53:23Z,1217,"Download or play videos from various Flash-based video hosting sites, without having to use the Flash player.",Perl,https://github.com/monsieurvideo/get-flash-videos
326,barrnap,238,41,238,39,2013-08-03T08:25:45Z,2023-09-16T13:49:47Z,13901,:microscope: :leo: Bacterial ribosomal RNA predictor,Perl,https://github.com/tseemann/barrnap
327,pgdsat,237,13,237,3,2024-04-08T08:16:20Z,2024-10-08T08:08:34Z,399,PostgreSQL Database Security Assessment Tool,Perl,https://github.com/HexaCluster/pgdsat
328,lancache,236,45,236,0,2015-10-09T14:42:26Z,2019-05-30T22:54:43Z,20,Dynamically Cache Game Installs at LAN’s using Nginx,Perl,https://github.com/multiplay/lancache
329,serge,235,51,235,29,2014-06-11T14:46:55Z,2024-06-13T15:59:12Z,1654,Continuous localization platform,Perl,https://github.com/serge-community/serge
330,Perl-LanguageServer,234,53,234,48,2019-05-03T13:12:30Z,2025-01-11T16:48:38Z,1833,Language Server for Perl,Perl,https://github.com/richterger/Perl-LanguageServer
331,dmarcts-report-parser,233,68,233,15,2016-03-01T08:42:16Z,2023-08-19T12:07:09Z,196,"A Perl based tool to parse DMARC reports from an IMAP mailbox or from the filesystem, and insert the information into a database. ( Formerly known as imap-dmarcts )",Perl,https://github.com/techsneeze/dmarcts-report-parser
332,Gekko-BacktestTool,232,85,232,36,2018-02-25T21:49:46Z,2020-03-14T13:03:27Z,2726,"Batch backtest, import and strategy params optimalization for Gekko Trading Bot. With one command you will run any number of backtests.",Perl,https://github.com/xFFFFF/Gekko-BacktestTool
333,infinitude,231,51,231,2,2013-02-04T21:14:26Z,2025-02-08T02:46:52Z,2951,Open control of Carrier/Bryant thermostats,Perl,https://github.com/nebulous/infinitude
334,GrowthForecast,231,43,231,3,2011-11-18T06:46:10Z,2023-07-24T04:34:02Z,5798,Lightning Fast Graphing/Visualization,Perl,https://github.com/kazeburo/GrowthForecast
335,sendemail,230,75,230,33,2010-09-12T16:53:37Z,2024-04-25T08:39:36Z,608,"lightweight, command line SMTP email client",Perl,https://github.com/mogaal/sendemail
336,emails,229,2,229,0,2024-01-11T16:44:56Z,2025-03-23T22:36:39Z,133,emails I received,Perl,https://github.com/bagder/emails
337,minion,229,58,229,19,2014-03-27T19:05:37Z,2024-09-21T13:53:47Z,5846,:octopus: Perl high performance job queue,Perl,https://github.com/mojolicious/minion
338,pkgdiff,229,53,229,29,2012-01-26T14:07:11Z,2025-01-11T18:09:31Z,6891,A tool for visualizing changes in Linux software packages,Perl,https://github.com/lvc/pkgdiff
339,massive-octo-spice,228,60,228,0,2014-01-06T13:02:23Z,2018-01-16T12:32:05Z,1950,DEPRECATED - USE v3 (bearded-avenger),Perl,https://github.com/csirtgadgets/massive-octo-spice
340,gas-preprocessor,228,291,228,16,2009-10-01T06:43:52Z,2013-04-10T00:00:24Z,240,Perl script that implements a subset of the GNU as preprocessor that Apple's as doesn't,Perl,https://github.com/yuvi/gas-preprocessor
341,FLEXLoader,227,40,227,1,2014-08-09T16:02:29Z,2021-03-23T03:46:57Z,4196,A jailbreak iOS device tweak which can load FLEX dynamiclly,Perl,https://github.com/XueshiQiao/FLEXLoader
342,rla-es,226,48,226,11,2014-07-21T13:31:45Z,2025-01-02T22:56:07Z,7770,Recursos lingüísticos abiertos del español,Perl,https://github.com/sbosio/rla-es
343,Netdot,225,63,225,68,2011-05-09T16:43:46Z,2022-02-11T13:00:54Z,33941,Network Documentation Tool,Perl,https://github.com/cvicente/Netdot
344,clatd,223,21,223,1,2014-03-10T23:18:37Z,2025-03-23T10:30:06Z,150,A 464XLAT CLAT implementation for Linux,Perl,https://github.com/toreanderson/clatd
345,ACLPUB,222,188,222,10,2019-03-03T20:51:19Z,2025-01-14T20:18:11Z,12614,The official tool for creating proceedings for conferences of the Association for Computational Linguistics (ACL).,Perl,https://github.com/acl-org/ACLPUB
346,perl-friday,221,11,221,0,2019-11-29T19:40:26Z,2022-02-17T00:09:55Z,4,Perl code that is syntactically correct only on Fridays,Perl,https://github.com/jwilk-archive/perl-friday
347,clerk,221,11,221,5,2014-07-22T20:33:03Z,2024-02-20T11:36:55Z,1356,"clerk - mpd client, based on rofi/fzf",Perl,https://github.com/carnager/clerk
348,shovill,221,46,221,57,2016-09-05T23:50:20Z,2023-02-20T19:48:11Z,12428,⚡♠️ Assemble bacterial isolate genomes from Illumina paired-end reads,Perl,https://github.com/tseemann/shovill
349,ntppool,221,142,221,41,2008-07-12T10:28:00Z,2025-02-24T08:02:24Z,3219,NTP Pool Project,Perl,https://github.com/abh/ntppool
350,git-foresta,221,11,221,7,2017-05-04T06:29:54Z,2017-05-15T09:23:49Z,438,git-foresta: Text-based git log graph viewer,Perl,https://github.com/takaaki-kasai/git-foresta
351,urxvt-resize-font,220,37,220,3,2012-11-06T21:10:31Z,2020-07-27T12:12:13Z,21,URxvt Perl extension for resizing the font,Perl,https://github.com/simmel/urxvt-resize-font
352,exobrain,218,25,218,39,2013-06-22T21:22:01Z,2017-01-04T08:37:23Z,350,Automate your life with Exobrain,Perl,https://github.com/pjf/exobrain
353,asterisk-googletts,217,129,217,5,2011-11-28T02:12:04Z,2024-02-17T09:58:36Z,166,Asterisk AGI script that uses Google's translate text to speech service.,Perl,https://github.com/zaf/asterisk-googletts
354,filebuster,217,48,217,2,2015-10-06T21:36:20Z,2023-02-25T01:24:40Z,945,An extremely fast and flexible web fuzzer,Perl,https://github.com/henshin/filebuster
355,towncrier,217,19,217,10,2014-04-15T02:58:48Z,2022-10-13T18:25:03Z,343,A status dashboard,Perl,https://github.com/fastmail/towncrier
356,PerlPowerTools,217,53,217,11,2014-09-12T11:11:40Z,2025-03-25T18:29:12Z,6992,Perl Power Tools,Perl,https://github.com/briandfoy/PerlPowerTools
357,github-growler,216,13,216,4,2009-03-14T22:26:00Z,2011-10-31T02:04:06Z,1064,Growl github updates,Perl,https://github.com/miyagawa/github-growler
358,mtk-tools,214,182,214,2,2012-07-31T06:59:04Z,2018-08-15T15:09:54Z,824,"Unpack / repack MT65xx/MT83xx boot.img, recovery.img or logo.bin",Perl,https://github.com/bgcngm/mtk-tools
359,rdp-sec-check,214,47,214,6,2015-05-29T20:40:38Z,2024-03-29T20:29:11Z,19,rdp-sec-check is a Perl script to enumerate security settings of an RDP Service (AKA Terminal Services),Perl,https://github.com/CiscoCXSecurity/rdp-sec-check
360,HostDB,214,30,214,4,2013-10-30T11:15:21Z,2022-04-25T08:16:18Z,3508,HostDB: a new tool to help manage data center inventory and write applications around it. ,Perl,https://github.com/Flipkart/HostDB
361,ColoredConsole,214,11,214,4,2019-08-17T19:32:20Z,2020-01-01T01:34:08Z,1059,Reenabling colors in Xcode's console,Perl,https://github.com/jjrscott/ColoredConsole
362,johnny-deps,213,7,213,3,2013-07-19T15:20:47Z,2020-12-15T17:40:08Z,79,Barebones dependency manager for Go.,Perl,https://github.com/VividCortex/johnny-deps
363,void-bspwm-dotfiles,211,15,211,7,2017-11-16T12:53:39Z,2023-05-03T08:48:54Z,9315,My personal backup of my dotfiles (Void Linux).,Perl,https://github.com/addy-dclxvi/void-bspwm-dotfiles
364,md2inao,211,32,211,18,2013-03-01T07:51:21Z,2023-03-07T05:18:33Z,922,Convert markdown to inao-format for WEB+DB PRESS,Perl,https://github.com/naoya/md2inao
365,dotfiles,211,201,211,0,2010-08-30T17:21:02Z,2020-08-08T17:11:17Z,1217,Dotfiles,Perl,https://github.com/justone/dotfiles
366,pacmanager,211,51,211,63,2011-03-03T10:24:43Z,2023-08-14T10:14:33Z,1839,"Perl/GTK Gnome SSH GUI on steroids. Configure SSH/Telnet connections: users, passwords, EXPECT regular expressions, macros, ...",Perl,https://github.com/perseo22/pacmanager
367,Hacksby,211,39,211,5,2013-01-20T22:17:49Z,2013-01-26T13:54:52Z,375,Description and unofficial implementation of Furby's audio protocol,Perl,https://github.com/iafan/Hacksby
368,lstu,211,30,211,1,2013-09-21T00:09:31Z,2024-10-21T12:48:35Z,2941,Lightweight URL shortener. Read-only mirror of https://framagit.org/fiat-tux/hat-softwares/lstu,Perl,https://github.com/ldidry/lstu
369,Introducing-Regular-Expressions,211,139,211,4,2011-10-25T03:33:33Z,2012-08-21T19:19:13Z,141,Example code and target text files for the O'Reilly book Introducing Regular Expressions,Perl,https://github.com/michaeljamesfitzgerald/Introducing-Regular-Expressions
370,GAAS,210,47,210,10,2016-03-09T13:49:35Z,2023-12-18T08:42:30Z,30745,Genome Assembly and Annotation Service code,Perl,https://github.com/NBISweden/GAAS
371,network-testing,210,11,210,2,2017-05-10T13:32:45Z,2022-08-01T23:59:24Z,134,"This is a small collection of GPLv3-licensed tools to assist an intrepid researcher in testing the performance of networks, wired or wireless.",Perl,https://github.com/jimsalterjrs/network-testing
372,logos,210,33,210,21,2018-01-28T14:33:07Z,2024-08-19T19:44:11Z,525,Preprocessor that simplifies Objective-C hooking.,Perl,https://github.com/theos/logos
373,mib2zabbix,208,85,208,17,2016-06-01T07:33:40Z,2022-07-15T09:57:19Z,24,SNMP Template generator for Zabbix,Perl,https://github.com/zabbix-tools/mib2zabbix
374,RepeatModeler,208,23,208,114,2017-04-05T18:56:46Z,2025-01-09T17:00:26Z,1447,De-Novo Repeat Discovery Tool,Perl,https://github.com/Dfam-consortium/RepeatModeler
375,elsa,208,51,208,31,2014-09-09T15:43:13Z,2018-12-22T20:54:08Z,1024,Enterprise Log Search and Archive,Perl,https://github.com/mcholste/elsa
376,velocity-painting,207,32,207,4,2017-02-06T16:36:38Z,2017-04-15T10:05:46Z,4458,#VelocityPainting: patterning 3D prints by modulating the print speed,Perl,https://github.com/MarkWheadon/velocity-painting
377,homedir,207,21,207,0,2012-08-09T23:47:42Z,2025-03-27T23:34:44Z,8704,My home directory dotfiles and customizations,Perl,https://github.com/brandon-rhodes/homedir
378,dockerana,206,27,206,18,2014-06-08T00:16:45Z,2015-06-21T17:33:47Z,2674,Docker Monitoring with support for Grafana and Graphite,Perl,https://github.com/dockerana/dockerana
379,yaml-test-suite,206,66,206,43,2016-12-08T17:59:39Z,2024-07-04T15:23:20Z,4557,"Comprehensive, language independent Test Suite for YAML",Perl,https://github.com/yaml/yaml-test-suite
380,libwww-perl,205,124,205,135,2009-01-19T13:20:13Z,2025-02-20T00:44:12Z,7618,"The libwww-perl collection is a set of Perl modules that provides a simple, consistent application programming interface to the World-Wide Web. The main focus of the library is providing classes and functions allowing to write WWW clients. It also contains modules that are of more general use and even classes to help implement simple HTTP servers.",Perl,https://github.com/libwww-perl/libwww-perl
381,pcsc-tools,205,65,205,2,2015-04-10T16:37:31Z,2025-03-22T16:50:21Z,3948,Some tools to be used with smart cards and PC/SC,Perl,https://github.com/LudovicRousseau/pcsc-tools
382,dklab_realsync,204,43,204,20,2011-10-22T20:31:37Z,2021-11-18T17:20:40Z,5599,dkLab RealSync: replicate developer's files over SSH in realtime,Perl,https://github.com/dimikot/dklab_realsync
