Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size (KB),Description,Language,Repo URL
459,coffi,319,9,319,4,2021-09-14T20:06:51Z,2025-03-03T21:05:53Z,609,A Foreign Function Interface in Clojure for JDK 22+.,Clojure,https://github.com/IGJoshua/coffi
460,misaki,319,32,319,10,2012-03-20T15:33:33Z,2014-12-10T21:44:29Z,3990,Jekyll inspired static site generator in Clojure,Clojure,https://github.com/liquidz/misaki
461,islaclj,319,11,319,2,2012-06-05T19:39:24Z,2014-06-23T15:14:46Z,745,A programming language for young children,Clojure,https://github.com/maryrosecook/islaclj
462,ring-json,318,47,318,12,2012-07-16T12:23:39Z,2021-06-09T19:33:32Z,65,Ring middleware for handling JSON,Clojure,https://github.com/ring-clojure/ring-json
463,hiphip,318,20,318,1,2013-07-10T01:44:51Z,2023-04-27T18:37:57Z,200,"hiphip (array)! simple, performant array manipulation in Clojure",Clojure,https://github.com/plumatic/hiphip
464,pyro,318,5,318,8,2015-07-07T19:13:12Z,2018-07-09T14:27:32Z,329,Light up your Clojure stacktraces,Clojure,https://github.com/venantius/pyro
465,stylefy,317,11,317,13,2017-05-17T15:16:38Z,2024-06-20T20:26:12Z,36477,Clojure(Script) library for styling user interface components with ease.,Clojure,https://github.com/Jarzka/stylefy
466,lambada,317,22,317,1,2015-06-16T08:12:18Z,2016-11-06T05:00:31Z,19,A more passionate way to write AWS Lambda functions,Clojure,https://github.com/uswitch/lambada
467,advenjure,317,18,317,37,2016-03-02T19:31:24Z,2017-10-28T22:33:33Z,615,A declarative text adventure engine,Clojure,https://github.com/facundoolano/advenjure
468,humane-test-output,316,21,316,3,2014-03-26T20:41:07Z,2021-03-16T19:04:43Z,80,Humane test output for clojure.test.,Clojure,https://github.com/pjstadig/humane-test-output
469,joplin,315,48,315,18,2014-07-17T11:30:32Z,2019-12-18T11:44:16Z,421,Flexible datastore migration and seeding for Clojure projects,Clojure,https://github.com/juxt/joplin
470,floki,315,7,315,8,2018-12-22T10:23:35Z,2019-06-24T14:54:07Z,92,A JSON/EDN browser for the terminal,Clojure,https://github.com/denisidoro/floki
471,lein-try,314,13,314,8,2013-07-11T19:26:17Z,2019-04-16T10:43:45Z,308,A Leiningen plugin for trying out new libraries,Clojure,https://github.com/avescodes/lein-try
472,tongue,314,20,314,6,2016-07-05T11:49:07Z,2024-05-23T15:37:45Z,114,Do-it-yourself i18n library for Clojure/Script,Clojure,https://github.com/tonsky/tongue
473,expresso,314,20,314,8,2013-03-11T02:01:34Z,2024-01-03T17:39:33Z,682,Clojure library for symbolic computation,Clojure,https://github.com/clojure-numerics/expresso
474,truss,313,14,313,1,2015-11-05T04:44:50Z,2025-03-03T09:59:06Z,665,Micro toolkit for Clojure/Script errors,Clojure,https://github.com/taoensso/truss
475,uberdeps,313,26,313,0,2019-04-29T18:25:03Z,2024-08-06T13:24:57Z,71,Uberjar builder for deps.edn,Clojure,https://github.com/tonsky/uberdeps
476,cljs-bean,313,10,313,10,2019-06-08T12:05:05Z,2022-11-19T17:57:31Z,132,Efficient JavaScript object interop via idiomatic ClojureScript,Clojure,https://github.com/mfikes/cljs-bean
477,ripley,313,10,313,5,2020-05-21T14:19:25Z,2024-04-03T12:57:24Z,354,Server rendered UIs over WebSockets,Clojure,https://github.com/tatut/ripley
478,BODOL,312,13,312,2,2013-04-19T17:54:44Z,2017-04-17T19:25:45Z,327,The common BODil Oriented Language,Clojure,https://github.com/bodil/BODOL
479,om-tutorial,312,47,312,4,2015-11-18T21:54:59Z,2017-02-20T08:31:53Z,1693,WORK IN PROGRESS,Clojure,https://github.com/awkay/om-tutorial
480,cljs-lambda,310,34,310,16,2015-07-03T18:59:42Z,2019-05-09T03:56:12Z,192,Utilities around deploying Clojurescript functions to AWS Lambda,Clojure,https://github.com/nervous-systems/cljs-lambda
481,methodical,309,20,309,43,2019-08-15T02:03:45Z,2025-02-20T00:00:12Z,1175,"Functional and flexible multimethods for Clojure. Nondestructive multimethod construction, CLOS-style aux methods and method combinations,  partial-default dispatch, easy next-method invocation, helpful debugging tools, and more.",Clojure,https://github.com/camsaul/methodical
482,spec-alpha2,309,27,309,2,2018-10-22T14:30:12Z,2024-07-15T17:55:13Z,558,Clojure library to describe the structure of data and functions,Clojure,https://github.com/clojure/spec-alpha2
483,cuerdas,309,30,309,5,2014-12-08T14:28:32Z,2023-11-08T23:08:48Z,1047,String manipulation library for Clojure(Script),Clojure,https://github.com/funcool/cuerdas
484,geo,308,17,308,6,2014-10-21T21:01:34Z,2024-04-09T14:40:56Z,468,"Clojure library for working with geohashes, polygons, and other world geometry",Clojure,https://github.com/Factual/geo
485,expo-cljs-template,308,33,308,4,2016-09-26T13:07:03Z,2022-11-07T00:09:16Z,278,Expo template for Clojurescript React Native,Clojure,https://github.com/seantempesta/expo-cljs-template
486,px3d,308,11,308,2,2019-07-24T08:56:47Z,2020-03-01T09:47:26Z,4506,Experimental pixel 3d engine,Clojure,https://github.com/infinitelives/px3d
487,gamma,306,20,306,22,2014-11-27T05:52:00Z,2017-01-16T17:53:00Z,1638,glsl shaders made simple,Clojure,https://github.com/kovasb/gamma
488,spire,306,17,306,49,2019-11-14T16:21:01Z,2022-11-22T13:59:09Z,1409,pragmatic provisioning using clojure,Clojure,https://github.com/epiccastle/spire
489,clj-memory-meter,306,11,306,0,2018-03-05T10:23:05Z,2025-03-27T21:14:17Z,174,Measure object memory consumption in Clojure,Clojure,https://github.com/clojure-goes-fast/clj-memory-meter
490,kerodon,305,22,305,13,2012-02-21T03:19:22Z,2023-11-15T04:25:00Z,163,interaction and testing library for html based ring apps.,Clojure,https://github.com/xeqi/kerodon
491,cljstyle,305,39,305,21,2017-01-13T19:23:04Z,2024-12-15T05:27:54Z,774,A tool for formatting Clojure code,Clojure,https://github.com/greglook/cljstyle
492,deep-diff2,305,18,305,6,2018-10-30T16:00:06Z,2025-02-11T14:43:08Z,544,Deep diff Clojure data structures and pretty print the result,Clojure,https://github.com/lambdaisland/deep-diff2
493,imagez,303,36,303,11,2013-05-15T03:05:57Z,2022-10-02T10:39:39Z,492,Image processing library for Clojure,Clojure,https://github.com/mikera/imagez
494,more-speech,303,35,303,6,2022-01-18T19:02:02Z,2024-02-06T18:18:06Z,8045,A Nostr browser in Clojure.  ,Clojure,https://github.com/unclebob/more-speech
495,puppetdb,303,227,303,27,2011-08-11T18:54:46Z,2025-02-04T02:04:22Z,29137,Centralized Puppet Storage,Clojure,https://github.com/puppetlabs/puppetdb
496,create-cljs-app,302,18,302,45,2019-10-15T20:55:18Z,2023-01-01T06:03:14Z,456,Set up a modern CLJS web app by running one command.,Clojure,https://github.com/filipesilva/create-cljs-app
497,clj-org-analyzer,301,21,301,8,2019-07-24T17:53:32Z,2021-12-06T12:50:31Z,27097,Fun with org data,Clojure,https://github.com/rksm/clj-org-analyzer
498,konserve,301,25,301,19,2015-08-30T14:11:56Z,2024-12-30T19:29:55Z,1924,A clojuresque key-value/document store protocol with core.async. ,Clojure,https://github.com/replikativ/konserve
499,skuld,300,13,300,19,2013-07-29T21:38:55Z,2015-01-05T20:49:25Z,1286,Distributed task tracking system.,Clojure,https://github.com/Factual/skuld
500,dali,299,18,299,14,2012-08-24T22:55:15Z,2023-05-04T08:28:23Z,1374,"dali is a Clojure library for representing, exporting and manipulating the SVG graphics format.",Clojure,https://github.com/stathissideris/dali
501,lein-exec,299,16,299,3,2011-07-15T19:25:14Z,2017-11-02T13:30:32Z,42,Leiningen plugin for executing Clojure scripts,Clojure,https://github.com/kumarshantanu/lein-exec
502,puppetserver,298,238,298,18,2014-05-07T19:00:24Z,2025-02-21T16:01:11Z,11297,Server automation framework and application,Clojure,https://github.com/puppetlabs/puppetserver
503,sitefox,297,8,297,16,2021-09-28T14:27:36Z,2025-01-13T13:09:04Z,494,Node + cljs backend web framework,Clojure,https://github.com/chr15m/sitefox
504,buddy-auth,297,69,297,9,2014-12-27T15:13:24Z,2022-01-26T21:27:04Z,756,Authentication and Authorization facilities for ring and ring based web applications.,Clojure,https://github.com/funcool/buddy-auth
505,block-the-eu-cookie-shit-list,295,38,295,1,2012-08-02T14:37:18Z,2021-02-02T16:26:15Z,11531,Adblock / Adblock plus filter list for blocking cookie notifications,Clojure,https://github.com/r4vi/block-the-eu-cookie-shit-list
506,at-at,294,37,294,1,2011-08-10T13:48:26Z,2024-10-19T19:26:43Z,70,Ahead-of-time function scheduler,Clojure,https://github.com/overtone/at-at
507,lein-npm,294,43,294,10,2012-12-23T20:33:42Z,2020-10-29T23:48:29Z,74,Manage Node dependencies for CLJS projects,Clojure,https://github.com/RyanMcG/lein-npm
508,riemann-jvm-profiler,293,19,293,2,2014-05-28T20:31:20Z,2024-09-03T21:36:49Z,130,Sends stacktrace-level performance data from a JVM process to Riemann.,Clojure,https://github.com/riemann/riemann-jvm-profiler
509,replicant,292,12,292,2,2023-11-05T17:26:16Z,2025-03-27T22:21:28Z,466,A data-driven rendering library for Clojure(Script) that renders hiccup to DOM or to strings.,Clojure,https://github.com/cjohansen/replicant
510,test-runner,292,33,292,8,2018-02-09T16:08:25Z,2024-11-19T22:32:43Z,58,A test runner for clojure.test,Clojure,https://github.com/cognitect-labs/test-runner
511,geni,292,27,292,17,2020-04-18T10:46:14Z,2023-11-28T17:22:38Z,1953,A Clojure dataframe library that runs on Spark,Clojure,https://github.com/zero-one-group/geni
512,meuse,290,12,290,9,2019-04-20T22:21:45Z,2023-06-04T16:01:37Z,8513,"A private Cargo crate registry, for Rust",Clojure,https://github.com/mcorbin/meuse
513,goose,290,11,290,19,2022-04-07T06:17:54Z,2025-02-24T06:49:26Z,2049,A powerful background job processing library for Clojure,Clojure,https://github.com/nilenso/goose
514,graphqlize,290,20,290,24,2020-01-15T08:52:25Z,2020-11-08T10:32:17Z,59,A Clojure & JVM library for developing GraphQL API instantly from Postgres and MySQL databases,Clojure,https://github.com/graphqlize/graphqlize
515,play-cljs,290,15,290,5,2016-07-26T15:38:17Z,2020-02-21T21:03:01Z,5648,A ClojureScript game library,Clojure,https://github.com/oakes/play-cljs
516,carve,290,17,290,4,2019-12-30T20:28:56Z,2025-03-17T19:39:46Z,497,Remove unused Clojure vars,Clojure,https://github.com/borkdude/carve
517,conformity,289,50,289,8,2012-10-27T00:01:08Z,2023-05-18T07:38:21Z,87,"A Clojure/Datomic library for idempotently transacting norms into your database – be they schema, data, or otherwise",Clojure,https://github.com/avescodes/conformity
518,rcf,288,12,288,38,2020-09-24T19:34:55Z,2023-10-31T19:57:45Z,1276,"RCF – a REPL-first, async test macro for Clojure/Script",Clojure,https://github.com/hyperfiddle/rcf
519,throttler,287,27,287,10,2014-03-30T19:02:32Z,2022-01-20T13:36:55Z,98,Control the throughput of function calls and core.async channels,Clojure,https://github.com/brunoV/throttler
520,phrase,287,8,287,10,2017-09-14T09:11:10Z,2020-04-29T17:41:43Z,51,Clojure(Script) library for phrasing spec problems.,Clojure,https://github.com/alexanderkiel/phrase
521,flare,286,18,286,1,2017-08-27T01:12:26Z,2019-06-28T00:23:03Z,328,"Dynamic Tensor Graph library in Clojure (think PyTorch, DynNet, etc.)",Clojure,https://github.com/aria42/flare
522,better-cond,286,11,286,6,2016-06-28T08:16:28Z,2022-07-07T05:34:06Z,69,"A version of cond that supports :let clauses, and a number of other conveniences.",Clojure,https://github.com/Engelberg/better-cond
523,graphql-clj,285,22,285,11,2016-07-26T18:03:42Z,2020-12-19T06:57:52Z,914,A Clojure library that provides GraphQL implementation.,Clojure,https://github.com/tendant/graphql-clj
524,simple-check,285,18,285,0,2013-05-09T20:17:41Z,2014-02-28T23:40:25Z,1332,QuickCheck for Clojure,Clojure,https://github.com/reiddraper/simple-check
525,clojurem,284,9,284,1,2012-07-25T04:27:15Z,2014-02-14T03:31:17Z,1349,Clojure to Objective-C compiler,Clojure,https://github.com/joshaber/clojurem
526,clojureql,284,39,284,19,2008-12-15T18:25:14Z,2018-02-12T21:35:02Z,408,ClojureQL is superior SQL integration for Clojure,Clojure,https://github.com/LauJensen/clojureql
527,dactyl-manuform-mini-keyboard,282,277,282,3,2018-04-20T22:57:02Z,2023-12-30T16:42:18Z,76001,,Clojure,https://github.com/l4u/dactyl-manuform-mini-keyboard
528,juxt-accounting,282,20,282,1,2013-06-19T22:35:44Z,2015-04-23T06:21:05Z,579,Double-entry accounting software written in Clojure with Datomic.,Clojure,https://github.com/juxt/juxt-accounting
529,hodur-engine,282,13,282,10,2018-07-27T19:08:07Z,2022-01-08T00:29:22Z,324,"Hodur is a domain modeling approach and collection of libraries to Clojure.  By using Hodur you can define your domain model as data, parse and validate it, and then either consume your model via an API or use one of the many plugins to help you achieve mechanical results faster and in a purely functional manner.",Clojure,https://github.com/hodur-org/hodur-engine
530,rvbbit,282,13,282,5,2024-03-12T14:59:03Z,2025-01-04T17:00:56Z,409455,Reactive Data Board & Visual Flow Platform,Clojure,https://github.com/ryrobes/rvbbit
531,clisk,281,13,281,5,2012-05-15T06:48:02Z,2017-12-02T06:29:42Z,590,The Clojure Image Synthesis Kit,Clojure,https://github.com/mikera/clisk
532,nvd-clojure,281,40,281,7,2016-07-28T22:47:18Z,2025-03-27T07:39:21Z,480270,National Vulnerability Database dependency checker for Clojure projects,Clojure,https://github.com/rm-hull/nvd-clojure
533,ring-jetty9-adapter,280,50,280,6,2013-04-20T02:55:58Z,2025-03-24T17:13:17Z,606,"An enhanced version of jetty adapter for ring, with additional features like websockets, http/2 and http/3",Clojure,https://github.com/sunng87/ring-jetty9-adapter
534,pithos,280,44,280,12,2013-09-27T15:21:52Z,2018-10-01T06:03:23Z,3486,UNMAINTAINED - cassandra-backed object store. Retired backend for Exoscale's Simple Object Storage offering.,Clojure,https://github.com/exoscale/pithos
535,no.disassemble,280,13,280,11,2013-03-30T02:36:54Z,2015-02-06T00:17:08Z,223,,Clojure,https://github.com/gtrak/no.disassemble
536,clojurecl,280,18,280,2,2015-06-11T23:15:10Z,2024-05-16T11:19:57Z,895,ClojureCL is a Clojure library for parallel computations with OpenCL.,Clojure,https://github.com/uncomplicate/clojurecl
537,luno-react-native,280,33,280,1,2016-01-25T19:10:13Z,2016-06-21T22:18:18Z,7765,Cross-platform React Native application written in ClojureScript,Clojure,https://github.com/alwx/luno-react-native
538,jagrid,279,6,279,0,2014-04-16T09:42:15Z,2018-05-09T07:13:15Z,401,Japanese-styled grid framework.,Clojure,https://github.com/kawasima/jagrid
539,encore,279,55,279,1,2014-02-23T06:37:12Z,2025-03-27T14:47:18Z,3324,Core utils library for Clojure/Script,Clojure,https://github.com/taoensso/encore
540,tower,279,24,279,11,2012-06-09T10:58:53Z,2024-03-19T14:27:07Z,651,i18n & L10n library for Clojure/Script,Clojure,https://github.com/taoensso/tower
541,data.csv,278,54,278,0,2011-08-23T23:55:24Z,2024-07-15T17:55:23Z,80,CSV reader/writer to/from Clojure data structures,Clojure,https://github.com/clojure/data.csv
542,charred,278,12,278,3,2022-04-10T19:32:57Z,2025-01-21T15:59:24Z,213,zero dependency efficient read/write of json and csv data.,Clojure,https://github.com/cnuernber/charred
543,Conjure,278,14,278,2,2009-06-01T15:35:35Z,2012-11-01T21:03:52Z,32038,A Rails like framework for Clojure.,Clojure,https://github.com/macourtney/Conjure
544,clojure-jna,277,15,277,4,2009-05-10T02:48:24Z,2014-11-25T21:14:07Z,190,Dynamically load and use native C libs from Clojure using JNA,Clojure,https://github.com/Chouser/clojure-jna
545,datawalk,277,2,277,1,2017-10-22T12:40:45Z,2018-07-20T18:21:06Z,1559,Interactively explore complex data structures at the REPL with minimum keystrokes,Clojure,https://github.com/eggsyntax/datawalk
546,clojurescript-koans,277,35,277,13,2013-11-05T21:58:18Z,2022-10-18T19:58:13Z,4003,A ClojureScript adaptation of the Clojure koans that runs purely in-browser,Clojure,https://github.com/lazerwalker/clojurescript-koans
547,Lightmod,275,13,275,4,2017-10-24T21:44:32Z,2019-12-28T17:37:15Z,13187,An all-in-one tool for full stack Clojure,Clojure,https://github.com/oakes/Lightmod
548,VisualReview,275,24,275,10,2015-01-30T14:12:27Z,2020-02-10T20:58:02Z,2581,"VisualReview, a human-friendly tool for testing and reviewing visual regressions.",Clojure,https://github.com/xebia/VisualReview
549,liz,275,2,275,0,2020-11-28T11:30:32Z,2021-10-02T12:30:44Z,397,Lisp-flavored general-purpose programming language (based on Zig),Clojure,https://github.com/dundalek/liz
550,es2unix,273,30,273,9,2013-01-09T23:42:51Z,2023-06-20T23:12:46Z,164,Command-line ES,Clojure,https://github.com/elastic/es2unix
551,citrus,273,21,273,13,2017-02-08T20:37:04Z,2022-12-07T21:18:50Z,681,State management library for Rum,Clojure,https://github.com/clj-commons/citrus
552,clj-java-decompiler,273,8,273,2,2018-01-29T07:52:22Z,2025-03-27T21:13:52Z,41,REPL-integrated Clojure-to-Java decompiler,Clojure,https://github.com/clojure-goes-fast/clj-java-decompiler
553,t3tr0s-slides,273,16,273,0,2014-09-01T02:27:52Z,2016-09-15T05:41:30Z,3185,interactive guide to tetris in cljs,Clojure,https://github.com/shaunlebron/t3tr0s-slides
554,clj-oauth,273,52,273,6,2009-07-20T23:22:24Z,2022-07-15T08:27:08Z,4665,OAuth Consumer support for Clojure,Clojure,https://github.com/drone29a/clj-oauth
555,clj.native-image,272,20,272,3,2018-05-25T17:55:03Z,2021-08-07T12:27:34Z,30,Build GraalVM native images with Clojure Deps and CLI tools,Clojure,https://github.com/taylorwood/clj.native-image
556,harmonikit,272,27,272,1,2013-11-09T23:59:06Z,2013-11-27T02:55:34Z,274,An additive synth for Clojure and overtone,Clojure,https://github.com/richhickey/harmonikit
557,core.memoize,270,38,270,0,2011-11-22T20:16:34Z,2024-10-04T22:47:11Z,290,"A manipulable, pluggable, memoization framework for Clojure",Clojure,https://github.com/clojure/core.memoize
558,clj-stacktrace,270,25,270,9,2009-07-12T14:11:36Z,2015-01-23T12:41:43Z,230,More readable stacktraces for Clojure,Clojure,https://github.com/mmcgrana/clj-stacktrace
559,shadow-grove,270,7,270,4,2022-07-09T07:58:58Z,2025-03-19T19:59:45Z,1694,A ClojureScript system to build browser based frontends,Clojure,https://github.com/thheller/shadow-grove
560,clj-debugger,268,11,268,2,2014-11-01T16:30:39Z,2018-06-07T13:46:10Z,70,The missing tool,Clojure,https://github.com/razum2um/clj-debugger
561,om-bootstrap,268,36,268,13,2014-07-18T15:13:39Z,2016-06-01T00:39:05Z,420,Bootstrap 3 Components built with Om.,Clojure,https://github.com/racehub/om-bootstrap
562,http.async.client,267,40,267,7,2010-07-07T23:24:24Z,2022-10-31T05:21:12Z,1395,Async Http Client - Clojure,Clojure,https://github.com/cch1/http.async.client
563,open-registry,267,6,267,31,2019-04-11T13:30:58Z,2022-05-26T22:36:15Z,11405,Community Owned JavaScript Registry,Clojure,https://github.com/open-services/open-registry
564,deps.clj,267,22,267,3,2019-12-25T12:44:11Z,2025-03-06T11:58:12Z,688,A faithful port of the clojure CLI bash script to Clojure,Clojure,https://github.com/borkdude/deps.clj
565,publish-spa,266,14,266,13,2023-04-12T19:38:52Z,2024-10-31T18:18:11Z,89127,A github action and CLI to publish logseq graphs as a SPA app,Clojure,https://github.com/logseq/publish-spa
566,lobos,266,56,266,35,2010-12-21T23:12:45Z,2016-11-18T20:46:11Z,2236,A library to create and manipulate SQL database schemas with migrations support.,Clojure,https://github.com/budu/lobos
567,mjolnir,265,14,265,11,2013-03-05T03:47:10Z,2013-05-16T22:09:36Z,433,,Clojure,https://github.com/halgari/mjolnir
568,memory-hole,264,24,264,5,2016-08-14T15:43:19Z,2020-05-30T16:05:43Z,2036,Memory Hole is a support issue organizer application,Clojure,https://github.com/yogthos/memory-hole
569,clj-fuzzy,264,26,264,5,2014-01-09T13:31:52Z,2023-06-19T05:27:27Z,780,A handy collection of algorithms dealing with fuzzy strings and phonetics.,Clojure,https://github.com/Yomguithereal/clj-fuzzy
570,engulf,263,14,263,4,2011-05-10T10:36:00Z,2018-07-03T18:39:41Z,1383,"Distributed HTTP load tester, written in Clojure and Javascript.  ",Clojure,https://github.com/andrewvc/engulf
571,reduce-fsm,263,15,263,4,2011-09-24T06:06:55Z,2024-10-02T01:13:58Z,146,A clojure finite state machine library,Clojure,https://github.com/cdorrat/reduce-fsm
572,portfolio,263,18,263,5,2022-10-25T14:26:59Z,2025-01-29T20:58:42Z,1122,Component-driven development for Clojure,Clojure,https://github.com/cjohansen/portfolio
573,pegasus,262,17,262,8,2015-09-30T17:24:12Z,2018-08-25T04:17:02Z,392,":racehorse:✈️  Pegasus is a scalable, modular, polite web-crawler for Clojure",Clojure,https://github.com/shriphani/pegasus
574,spandex,262,31,262,2,2016-12-15T10:50:11Z,2024-05-29T11:02:13Z,264,Elasticsearch client for Clojure (built on new ES 8.x java client),Clojure,https://github.com/mpenet/spandex
575,tools.analyzer,262,33,262,0,2013-10-04T13:41:24Z,2024-07-15T17:55:45Z,1656,"An analyzer for Clojure code, written in Clojure and producing AST in EDN",Clojure,https://github.com/clojure/tools.analyzer
576,tempura,262,17,262,3,2016-01-24T05:38:39Z,2024-06-05T10:25:30Z,144,Simple text localization library for Clojure/Script,Clojure,https://github.com/taoensso/tempura
577,ordered,261,40,261,10,2011-06-20T17:43:45Z,2025-03-20T12:40:47Z,214,"Ordered sets and maps, implemented in pure clojure",Clojure,https://github.com/clj-commons/ordered
578,moustache,261,9,261,5,2009-05-11T09:10:44Z,2013-03-01T15:29:35Z,159,a micro web framework/internal DSL to wire Ring handlers and middlewares,Clojure,https://github.com/cgrand/moustache
579,simpleui,260,15,260,5,2020-12-21T00:08:51Z,2025-02-13T05:00:54Z,2477,JS Free Single Page Applications,Clojure,https://github.com/whamtet/simpleui
580,re-frame-http-fx,259,25,259,8,2016-07-15T04:38:04Z,2022-01-10T12:17:40Z,257,"A re-frame ""effects handler"" for performing Ajax tasks (via cljs-ajax)",Clojure,https://github.com/day8/re-frame-http-fx
581,depot,259,14,259,4,2018-03-21T22:34:14Z,2021-05-01T14:59:15Z,229,Find newer versions of your dependencies in your deps.edn file,Clojure,https://github.com/Olical/depot
582,transcriptor,259,8,259,1,2017-09-26T01:25:15Z,2024-07-15T17:48:08Z,5,Convert REPL interactions into example-based tests.,Clojure,https://github.com/cognitect-labs/transcriptor
583,LaTTe,259,13,259,3,2015-03-04T22:01:18Z,2025-03-13T12:14:05Z,720,LaTTe : a Laboratory for Type Theory experiments (in clojure),Clojure,https://github.com/latte-central/LaTTe
584,antizer,259,46,259,17,2017-06-30T01:27:47Z,2020-08-09T15:34:51Z,3043,ClojureScript library for Ant Design React UI components,Clojure,https://github.com/priornix/antizer
585,untangled,258,8,258,0,2016-03-01T23:53:43Z,2017-03-02T18:38:54Z,3676,Central public-facing website,Clojure,https://github.com/untangled-web/untangled
586,tawny-owl,257,55,257,12,2012-12-29T16:06:16Z,2024-11-04T14:33:22Z,4585,Build OWL Ontologies in a Programmatic Environment,Clojure,https://github.com/phillord/tawny-owl
587,parkour,257,19,257,2,2013-11-04T13:48:41Z,2016-03-23T13:25:13Z,903,Hadoop MapReduce in idiomatic Clojure.,Clojure,https://github.com/damballa/parkour
588,morse,256,48,256,7,2016-03-23T12:47:59Z,2022-01-30T21:09:14Z,153,📡 Clojure interface for Telegram Bot API,Clojure,https://github.com/Otann/morse
589,semantic-csv,256,22,256,22,2014-11-09T17:34:48Z,2023-02-15T11:42:50Z,429,Higher level tools for working with CSV data and files,Clojure,https://github.com/metasoarous/semantic-csv
590,puget,255,28,255,4,2013-11-11T00:58:18Z,2023-01-07T21:24:01Z,405,Canonical Colorizing Clojure Printer,Clojure,https://github.com/greglook/puget
591,refactor-nrepl,255,69,255,11,2014-07-06T14:00:15Z,2025-03-18T09:11:06Z,1163,nREPL middleware to support refactorings in an editor agnostic way,Clojure,https://github.com/clojure-emacs/refactor-nrepl
592,clj-jgit,254,56,254,8,2011-05-05T20:01:23Z,2024-08-22T22:18:47Z,522,Clojure wrapper around JGit,Clojure,https://github.com/clj-jgit/clj-jgit
593,alembic,254,13,254,7,2013-04-28T21:13:24Z,2017-04-08T10:21:29Z,582,A library for distilling (resolving and adding to the classpath) dependencies,Clojure,https://github.com/pallet/alembic
594,clj-uuid,253,27,253,5,2013-10-03T13:55:33Z,2024-10-15T14:43:45Z,1394,"RFC9562 Unique Identifiers (v1,v3,v4,v5,v6,v7,v8,squuid) for Clojure",Clojure,https://github.com/danlentz/clj-uuid
595,wasm.cljc,253,2,253,0,2021-02-23T23:40:26Z,2021-04-15T20:48:49Z,400,"Spec compliant WebAssembly compiler, decompiler, and generator",Clojure,https://github.com/helins/wasm.cljc
596,herbert,253,6,253,0,2013-04-30T18:07:05Z,2024-08-22T20:37:43Z,551,Clojure library defining a schema for edn values,Clojure,https://github.com/miner/herbert
597,desktop,251,17,251,8,2023-05-08T19:16:14Z,2025-03-21T00:54:31Z,4908,"A secure password manager for macOS,Linux and Windows platforms",Clojure,https://github.com/OneKeePass/desktop
598,accountant,251,39,251,5,2015-09-13T05:41:09Z,2023-08-28T15:24:05Z,66,"ClojureScript navigation for single-page applications, made simple.",Clojure,https://github.com/venantius/accountant
599,reanimated,250,14,250,5,2015-10-18T22:20:22Z,2018-03-16T11:38:04Z,1478,An animation library for Reagent (ClojureScript),Clojure,https://github.com/timothypratley/reanimated
600,url,250,37,250,19,2012-04-08T21:01:36Z,2020-02-27T16:28:33Z,305,Makes working with URLs in Clojure and ClojureScript easy,Clojure,https://github.com/cemerick/url
601,fastmath,249,12,249,11,2018-03-07T14:48:45Z,2025-03-27T13:20:31Z,87115,Fast primitive based math library,Clojure,https://github.com/generateme/fastmath
602,hx,248,16,248,16,2018-06-08T15:02:28Z,2023-11-06T12:45:18Z,669,"A simple, easy to use library for React development in ClojureScript.",Clojure,https://github.com/nosco/hx
603,racing-game-cljs,247,11,247,0,2021-06-15T14:20:44Z,2021-06-24T07:52:20Z,440,"A 3D racing game built with ClojureScript, React and ThreeJS",Clojure,https://github.com/ertugrulcetin/racing-game-cljs
604,lein-native-image,247,6,247,0,2018-05-20T12:59:00Z,2022-05-09T22:24:55Z,38,A Leiningen plugin to build GraalVM native images,Clojure,https://github.com/taylorwood/lein-native-image
605,alia,247,47,247,5,2013-02-12T16:50:27Z,2023-07-28T07:28:41Z,1581,High performance Cassandra client for clojure,Clojure,https://github.com/mpenet/alia
606,dorothy,247,25,247,7,2011-08-11T03:24:05Z,2020-12-17T04:11:51Z,81,Hiccup-style generation of Graphviz graphs in Clojure,Clojure,https://github.com/daveray/dorothy
607,mach,245,21,245,24,2016-12-21T17:50:04Z,2018-01-10T20:18:36Z,18228,A remake of make (in ClojureScript),Clojure,https://github.com/juxt/mach
608,structural-typing,245,9,245,1,2015-05-17T20:49:42Z,2016-09-05T20:27:33Z,1229,"Structural typing for Clojure, somewhat inspired by Elm. Tailored to ""flow-style"" programming, where complex structures flow through a series of functions, each of which makes a smallish change. Can also be used in testing tools and the like that need to describe how a nested structure differs from a description.",Clojure,https://github.com/marick/structural-typing
609,obb,244,5,244,7,2022-01-02T21:02:35Z,2022-10-23T09:42:51Z,67,Ad-hoc ClojureScript scripting of Mac applications via Apple's Open Scripting Architecture.,Clojure,https://github.com/babashka/obb
610,uri,244,21,244,5,2017-02-23T10:53:49Z,2024-01-24T06:41:51Z,145,A pure Clojure/ClojureScript URI library,Clojure,https://github.com/lambdaisland/uri
611,grasp,244,7,244,5,2020-10-28T12:37:45Z,2023-10-04T10:21:19Z,106,Grep Clojure code using clojure.spec regexes,Clojure,https://github.com/borkdude/grasp
612,4ever-clojure,244,28,244,19,2021-07-05T21:30:07Z,2024-09-27T12:57:05Z,200,"Pure cljs version of 4clojure, meant to run forever!",Clojure,https://github.com/oxalorg/4ever-clojure
